TYPE,ADDRESS,CITY,DATE,TIME
Burglary,300  Erie St,Syracuse,11/15/17,5:00 AM
Burglary,200  Freeman Av,Syracuse,7/3/17,5:00 AM
Larceny,1200  Spring St,Syracuse,3/11/18,5:00 AM
Larceny,200  Boston St,Syracuse,1/23/18,5:00 AM
Larceny,7400  Henry Clay Blvd,Liverpool,11/26/17,5:00 AM
Larceny,200  Merriman Av,Syracuse,11/9/17,5:00 AM
Larceny,1200  Almond St,Syracuse,11/6/17,5:00 AM
Murder,8400  Chinkapin Cir,Cicero,7/4/17,5:00 AM
Vehicle theft,100  E  Water St,Syracuse,3/16/18,5:00 AM
Vehicle theft,500  Tennyson Av,Syracuse,8/9/17,5:00 AM
Vehicle theft,300  Bryant Av,Syracuse,7/6/17,5:00 AM
Burglary,900  N  Clinton St,Syracuse,9/4/17,5:01 AM
Burglary,700  Catherine St,Syracuse,1/10/18,5:03 AM
Vehicle theft,1000  Carbon St,Syracuse,7/16/17,5:03 AM
Burglary,2100  Park St,Syracuse,9/2/17,5:05 AM
Burglary,700  N  Salina St,Syracuse,6/16/17,5:05 AM
Larceny,3900  S  Salina St,Syracuse,12/31/17,5:05 AM
Larceny,100  Valley Dr,Syracuse,10/9/17,5:05 AM
Aggravated assault,7400  Morgan Rd,Liverpool,7/13/17,5:07 AM
Larceny,6200  E Molloy Rd,East Syracuse,11/8/17,5:07 AM
Larceny,400  S State St,Syracuse,10/26/17,5:08 AM
Larceny,400  S State St,Syracuse,10/26/17,5:08 AM
Larceny,6000  Owlwood Dr,Cicero,9/2/17,5:08 AM
Aggravated assault,100  Dickerson St,Syracuse,2/18/18,5:10 AM
Larceny,8600  Bayview Dr,Cicero,9/11/17,5:13 AM
Larceny,900  Westcott St,Syracuse,7/30/17,5:13 AM
Burglary,1000  S  Salina St,Syracuse,11/11/17,5:14 AM
Robbery,1400  Salt Springs Rd,Syracuse,6/10/17,5:14 AM
Aggravated assault,700  E  Adams St,Syracuse,1/1/18,5:15 AM
Burglary,600  Maple Dr,Fayetteville,10/30/17,5:15 AM
Larceny,400  Tyler Ter,Liverpool,10/22/17,5:15 AM
Larceny,3400  Gaskin Rd,Baldwinsville,10/15/17,5:15 AM
Larceny,200  Ross Pk,Syracuse,8/16/17,5:15 AM
Robbery,400  Hartwell Av,East Syracuse,11/24/17,5:15 AM
Larceny,1100  N  Salina St,Syracuse,7/12/17,5:16 AM
Larceny,800  Highland St,Syracuse,3/1/18,5:17 AM
Burglary,200  Lena Ter,Syracuse,9/11/17,5:18 AM
Robbery,2900  Brewerton Rd,Syracuse,1/17/18,5:18 AM
Burglary,100  Spring St,Syracuse,12/5/17,5:19 AM
Aggravated assault,500  W  Brighton Av,Syracuse,8/5/17,5:20 AM
Larceny,600  E  Genesee St,Syracuse,10/17/17,5:20 AM
Larceny,5900  Farrington Rd,Cicero,9/20/17,5:20 AM
Larceny,6000  Corporate Dr,East Syracuse,12/20/17,5:23 AM
Burglary,300  W  Onondaga St,Syracuse,10/21/17,5:24 AM
Burglary,100  Furman St,Syracuse,6/14/17,5:24 AM
Larceny,300  Kirsch Dr,Syracuse,12/11/17,5:26 AM
Burglary,100  Knaul St,Syracuse,2/11/18,5:27 AM
Robbery,500  Oakwood Av,Syracuse,11/22/17,5:29 AM
Aggravated assault,1400  Lodi St,Syracuse,7/17/17,5:30 AM
Burglary,2700  James St,Syracuse,9/17/17,5:30 AM
Larceny,300  Montgomery St,Syracuse,12/18/17,5:30 AM
Larceny,100  Mclennan Av,Syracuse,10/10/17,5:30 AM
Larceny,200  Garden City Dr,Syracuse,9/17/17,5:30 AM
Larceny,300  Oneida St,Syracuse,6/26/17,5:30 AM
Larceny,200  N  State St,Syracuse,6/12/17,5:30 AM
Vehicle theft,200  Seneca Dr,Syracuse,1/13/18,5:30 AM
Vehicle theft,100  W  Seneca Tpke,Syracuse,11/18/17,5:30 AM
Burglary,100  Bronson St,Syracuse,9/28/17,5:31 AM
Burglary,4800  Carey Dr,Manlius,11/28/17,5:34 AM
Larceny,900  Darlington Rd,Syracuse,12/21/17,5:35 AM
Larceny,400  Stafford Av,Syracuse,10/16/17,5:35 AM
Larceny,100  Nichols Av,Syracuse,7/4/17,5:35 AM
Larceny,6000  S Salina St,Syracuse,6/11/17,5:35 AM
Aggravated assault,100  Delong Av,Syracuse,6/11/17,5:36 AM
Burglary,600  Tully St,Syracuse,10/7/17,5:38 AM
Larceny,200  Woodbury Av,Syracuse,9/28/17,5:38 AM
Larceny,200  Herald Pl,Syracuse,8/28/17,5:38 AM
Larceny,300  W  Water St,Syracuse,8/4/17,5:38 AM
Larceny,1100  N  Salina St,Syracuse,8/3/17,5:38 AM
Burglary,300  Fabius St,Syracuse,11/8/17,5:40 AM
Larceny,500  Butternut St,Syracuse,2/17/18,5:40 AM
Larceny,100  Royal Rd,Liverpool,12/14/17,5:41 AM
Aggravated assault,5100  Corporal Welch Rd,Syracuse,11/14/17,5:42 AM
Aggravated assault,100  Polk St,Syracuse,10/8/17,5:43 AM
Burglary,300  Westcott St,Syracuse,8/12/17,5:43 AM
Burglary,100  Falso Dr,Syracuse,12/26/17,5:45 AM
Burglary,700  Ostrom Av,Syracuse,8/10/17,5:45 AM
Larceny,5800  Bridge St,East Syracuse,12/10/17,5:45 AM
Larceny,300  Court St,Syracuse,10/26/17,5:45 AM
Larceny,500  S  State St,Syracuse,1/10/18,5:46 AM
Burglary,300  W  Fayette St,Syracuse,7/12/17,5:50 AM
Robbery,1000  James St,Syracuse,1/21/18,5:50 AM
Larceny,6000  S Salina St,Syracuse,1/30/18,5:53 AM
Larceny,400  Old Liverpool Rd,Liverpool,7/15/17,5:53 AM
Burglary,2400  S  State St,Syracuse,3/12/18,5:54 AM
Larceny,800  Erie Blvd W,Syracuse,11/12/17,5:56 AM
Robbery,5500  Bear Rd,Syracuse,10/21/17,5:56 AM
Larceny,400  Clayton Manor Dr S,Liverpool,8/30/17,5:58 AM
Burglary,300  Ashdale Av,Syracuse,11/17/17,5:59 AM
Larceny,200  N  Midler Av,Syracuse,3/13/18,5:59 AM
Aggravated assault,100  Dablon Ct,Syracuse,9/13/17,6:00 PM
Aggravated assault,200  Oneida St,Syracuse,8/25/17,6:00 PM
Aggravated assault,300  Merriman Av,Syracuse,8/9/17,6:00 PM
Burglary,300  Maple St,Syracuse,3/11/18,6:00 PM
Burglary,200  Academy St,Syracuse,2/20/18,6:00 PM
Burglary,100  Maywood Dr,Syracuse,2/6/18,6:00 PM
Burglary,300  Hutchinson Av,Syracuse,1/4/18,6:00 PM
Burglary,100  Rosemont Dr,Syracuse,12/21/17,6:00 PM
Burglary,700  Livingston Av,Syracuse,11/24/17,6:00 PM
Burglary,200  E  Water St,Syracuse,11/17/17,6:00 PM
Burglary,500  S  Clinton St,Syracuse,11/8/17,6:00 PM
Burglary,200  W  Ostrander Av,Syracuse,11/8/17,6:00 PM
Burglary,100  Fernwood Av,Syracuse,11/3/17,6:00 PM
Burglary,900  Jamesville Av,Syracuse,9/28/17,6:00 PM
Burglary,200  Trump St,Syracuse,9/11/17,6:00 PM
Burglary,1700  Pork St,Skaneateles,8/18/17,6:00 PM
Burglary,300  Ostrom Av,Syracuse,8/1/17,6:00 PM
Burglary,4600  S  Salina St,Syracuse,7/30/17,6:00 PM
Burglary,100  Maple Ter,Syracuse,7/22/17,6:00 PM
Burglary,700  W  Onondaga St,Syracuse,6/17/17,6:00 PM
Burglary,600  S  Beech St,Syracuse,6/10/17,6:00 PM
Larceny,100  W  Corning Av,Syracuse,3/13/18,6:00 PM
Larceny,7800  Northern Blvd,East Syracuse,3/7/18,6:00 PM
Larceny,1200  South Av,Syracuse,3/6/18,6:00 PM
Larceny,100  Wilson St,Syracuse,2/27/18,6:00 PM
Larceny,300  Lexington Av,Syracuse,2/11/18,6:00 PM
Larceny,1600  South Av,Syracuse,1/25/18,6:00 PM
Larceny,800  Euclid Av,Syracuse,1/25/18,6:00 PM
Larceny,6400  Basile Row,East Syracuse,1/22/18,6:00 PM
Larceny,200  Hood Av,Syracuse,1/16/18,6:00 PM
Larceny,3400  Erie Blvd E,Syracuse,12/29/17,6:00 PM
Larceny,800  E  Genesee St,Syracuse,12/22/17,6:00 PM
Larceny,2000  E  Fayette St,Syracuse,12/19/17,6:00 PM
Larceny,700  Lodi St,Syracuse,12/19/17,6:00 PM
Larceny,3200  Route 11A,Nedrow,12/16/17,6:00 PM
Larceny,500  Towne Center Dr,Fayetteville,12/15/17,6:00 PM
Larceny,200  N  Lowell Av,Syracuse,12/12/17,6:00 PM
Larceny,6700  Kinne St,East Syracuse,12/9/17,6:00 PM
Larceny,300  Montgomery St,Syracuse,12/8/17,6:00 PM
Larceny,300  Rowland St,Syracuse,12/1/17,6:00 PM
Larceny,900  Glenwood Av,Syracuse,11/29/17,6:00 PM
Larceny,700  Stolp Av,Syracuse,11/26/17,6:00 PM
Larceny,100  Hayden Av,Syracuse,11/26/17,6:00 PM
Larceny,200  Freeman Av,Syracuse,11/22/17,6:00 PM
Larceny,1300  Butternut St,Syracuse,11/20/17,6:00 PM
Larceny,100  Harrison Pl,Syracuse,11/16/17,6:00 PM
Larceny,3600  Route 31,Baldwinsville,11/15/17,6:00 PM
Larceny,4900  Grolier Rd,Syracuse,11/13/17,6:00 PM
Larceny,800  N  Salina St,Syracuse,11/12/17,6:00 PM
Larceny,100  Schneider St,Syracuse,11/8/17,6:00 PM
Larceny,200  W Irving St,East Syracuse,11/3/17,6:00 PM
Larceny,400  S  Salina St,Syracuse,10/29/17,6:00 PM
Larceny,200  W  Kennedy Ter,Syracuse,10/17/17,6:00 PM
Larceny,1300  E  Adams St,Syracuse,10/15/17,6:00 PM
Larceny,200  Walton St,Syracuse,10/15/17,6:00 PM
Larceny,700  Park St,Syracuse,10/14/17,6:00 PM
Larceny,400  S  Salina St,Syracuse,10/13/17,6:00 PM
Larceny,900  Harrison St,Syracuse,10/13/17,6:00 PM
Larceny,3400  Erie Blvd E,Syracuse,10/11/17,6:00 PM
Larceny,200  Lewiston Dr,Syracuse,9/23/17,6:00 PM
Larceny,400  S  Salina St,Syracuse,8/30/17,6:00 PM
Larceny,1  Destiny Usa Dr,Syracuse,8/8/17,6:00 PM
Larceny,100  Caroline Av,Syracuse,8/4/17,6:00 PM
Larceny,3100  Erie Blvd E,Syracuse,7/27/17,6:00 PM
Larceny,0  Buckley Rd Park St,Liverpool,7/21/17,6:00 PM
Larceny,3400  Erie Blvd E,Syracuse,7/6/17,6:00 PM
Larceny,1  Destiny Usa Dr,Syracuse,7/5/17,6:00 PM
Larceny,1000  E  Adams St,Syracuse,7/1/17,6:00 PM
Larceny,100  Leavenworth Av,Syracuse,7/1/17,6:00 PM
Larceny,500  East Av,Minoa,6/30/17,6:00 PM
Larceny,700  Wolf St,Syracuse,6/29/17,6:00 PM
Larceny,5900  Bay Hill Cir,Jamesville,6/22/17,6:00 PM
Larceny,0  Predential Plz,Syracuse,6/12/17,6:00 PM
Robbery,4900  S  Salina St,Syracuse,1/26/18,6:00 PM
Robbery,700  First North St,Syracuse,11/16/17,6:00 PM
Vehicle theft,400  S  Salina St,Syracuse,10/29/17,6:00 PM
Vehicle theft,100  Eureka St,Syracuse,7/3/17,6:00 PM
Burglary,400  E Molloy Rd,Syracuse,11/1/17,6:01 PM
Burglary,7300  E Seneca Tpke,Manlius,9/26/17,6:01 PM
Larceny,3100  Erie Blvd E,Syracuse,10/14/17,6:01 PM
Larceny,8200  Brewerton Rd,Cicero,10/2/17,6:01 PM
Robbery,400  W  Seneca Tpke,Syracuse,9/8/17,6:01 PM
Larceny,900  S  Salina St,Syracuse,12/9/17,6:02 PM
Larceny,5300  W Genesee St,Camillus,11/17/17,6:02 PM
Larceny,8400  Oswego Rd,Liverpool,9/29/17,6:02 PM
Larceny,100  Wilshirl Dr,Syracuse,8/20/17,6:02 PM
Larceny,2900  Lamson Rd,Phoenix,8/1/17,6:02 PM
Larceny,400  Old Liverpool Rd,Liverpool,3/7/18,6:03 PM
Larceny,1  Destiny Usa Dr,Syracuse,11/25/17,6:03 PM
Larceny,3300  W Genesee St,Syracuse,8/13/17,6:03 PM
Larceny,400  Wright Av,Syracuse,2/16/18,6:04 PM
Larceny,3900  Route 31,Liverpool,7/27/17,6:04 PM
Burglary,300  Orwood Pl,Syracuse,12/12/17,6:05 PM
Larceny,3600  James St,Syracuse,10/18/17,6:05 PM
Larceny,900  Oak St,Syracuse,7/13/17,6:05 PM
Robbery,700  Butternut St,Syracuse,12/1/17,6:05 PM
Larceny,200  Euclid Dr,Fayetteville,12/12/17,6:06 PM
Larceny,100  Croly St,Syracuse,10/11/17,6:06 PM
Larceny,1  Destiny Usa Dr,Syracuse,8/29/17,6:06 PM
Larceny,2200  Downer Street Rd,Baldwinsville,10/12/17,6:07 PM
Larceny,5300  W Genesee St,Camillus,8/22/17,6:07 PM
Larceny,5800  Route 20,La Fayette,8/15/17,6:07 PM
Larceny,8700  Dell Center Dr,Liverpool,7/30/17,6:07 PM
Vehicle theft,300  Pacific Av,Syracuse,12/4/17,6:07 PM
Burglary,4200  Long Branch Rd,Liverpool,7/30/17,6:08 PM
Larceny,5300  W Genesee St,Camillus,2/11/18,6:08 PM
Larceny,200  W Yates St,East Syracuse,1/26/18,6:08 PM
Larceny,5400  Butternut Dr,East Syracuse,10/4/17,6:08 PM
Larceny,1  Destiny Usa Dr,Syracuse,7/30/17,6:08 PM
Robbery,400  Erie Blvd E,Syracuse,12/1/17,6:08 PM
Aggravated assault,500  Valley Dr,Syracuse,1/8/18,6:09 PM
Burglary,200  Brentwood Dr,Syracuse,6/22/17,6:09 PM
Larceny,100  Towne Dr,Fayetteville,10/10/17,6:09 PM
Larceny,0  Arkie Albanese Av,Manlius,8/14/17,6:09 PM
Larceny,8000  Brewerton Rd,Cicero,7/19/17,6:09 PM
Aggravated assault,3900  Onondaga Blvd,Camillus,10/1/17,6:10 PM
Burglary,2200  Midland Av,Syracuse,3/15/18,6:10 PM
Larceny,300  Comstock Av,Syracuse,2/14/18,6:10 PM
Larceny,6400  Basile Row,East Syracuse,1/20/18,6:10 PM
Larceny,700  First North St,Syracuse,1/10/18,6:10 PM
Larceny,4300  Winding Creek Rd,Manlius,11/16/17,6:10 PM
Larceny,2900  Route 31,Baldwinsville,10/2/17,6:10 PM
Larceny,100  Village Dr,Syracuse,8/26/17,6:10 PM
Larceny,1  Destiny Usa Dr,Syracuse,6/14/17,6:10 PM
Larceny,2800  Burnet Av,Syracuse,3/3/18,6:11 PM
Larceny,1  Destiny Usa Dr,Syracuse,2/20/18,6:11 PM
Larceny,2200  Downer Street Rd,Baldwinsville,1/17/18,6:11 PM
Larceny,4100  Route 31,Clay,7/18/17,6:11 PM
Larceny,1  Destiny Usa Dr,Syracuse,6/13/17,6:11 PM
Burglary,200  Pattison St,Syracuse,6/29/17,6:12 PM
Burglary,0  Carr St,East Syracuse,6/22/17,6:12 PM
Larceny,6500  Kermit Ln,East Syracuse,1/22/18,6:12 PM
Larceny,7500  Oswego Rd,Liverpool,1/9/18,6:12 PM
Larceny,1  Destiny Usa Dr,Syracuse,11/30/17,6:12 PM
Larceny,7900  Route 31,Bridgeport,11/4/17,6:12 PM
Larceny,400  S State St,Syracuse,10/18/17,6:12 PM
Larceny,3100  Brighton Pl,Syracuse,10/18/17,6:12 PM
Larceny,400  S State St,Syracuse,10/18/17,6:12 PM
Larceny,1600  Old Seneca Tpke,Skaneateles,7/23/17,6:12 PM
Vehicle theft,5600  Mud Mill Rd,Brewerton,11/15/17,6:12 PM
Aggravated assault,100  Franklin Av,Syracuse,7/16/17,6:13 PM
Larceny,8000  Brewerton Rd,Cicero,2/22/18,6:13 PM
Larceny,100  Shop City Plz,Syracuse,1/3/18,6:13 PM
Larceny,2800  Brewerton Rd,Syracuse,11/14/17,6:13 PM
Larceny,400  S State St,Syracuse,10/18/17,6:13 PM
Larceny,400  S State St,Syracuse,10/18/17,6:13 PM
Larceny,700  Milton Av,Syracuse,9/19/17,6:13 PM
Larceny,0  Edgewood Pkwy,Fayetteville,7/13/17,6:13 PM
Larceny,5300  W Genesee St,Camillus,6/17/17,6:13 PM
Burglary,1200  Harrison St,Syracuse,1/23/18,6:14 PM
Larceny,1  Destiny Usa Dr,Syracuse,11/16/17,6:14 PM
Larceny,700  First North St,Syracuse,8/22/17,6:14 PM
Aggravated assault,200  Earl Av,Syracuse,12/14/17,6:15 PM
Aggravated assault,4100  Silverado Dr,Liverpool,8/1/17,6:15 PM
Larceny,800  S  State St,Syracuse,3/18/18,6:15 PM
Larceny,100  Moore Av,Syracuse,2/18/18,6:15 PM
Larceny,300  Clairmonte Av,Syracuse,12/12/17,6:15 PM
Larceny,300  Griffiths St,Syracuse,10/29/17,6:15 PM
Larceny,1  Destiny Usa Dr,Syracuse,10/28/17,6:15 PM
Larceny,600  Butternut St,Syracuse,10/21/17,6:15 PM
Larceny,200  Van Buren St,Syracuse,10/13/17,6:15 PM
Larceny,200  Van Buren St,Syracuse,10/13/17,6:15 PM
Larceny,1  Destiny Usa Dr,Syracuse,9/6/17,6:15 PM
Larceny,200  Comstock Av,Syracuse,8/31/17,6:15 PM
Larceny,1  Destiny Usa Dr,Syracuse,8/20/17,6:15 PM
Larceny,900  N  State St,Syracuse,8/13/17,6:15 PM
Robbery,1  Destiny Usa Dr,Syracuse,9/22/17,6:15 PM
Aggravated assault,300  Crossett St,Syracuse,6/21/17,6:16 PM
Burglary,100  Park St,Syracuse,10/29/17,6:16 PM
Larceny,3600  W Genesee St,Syracuse,3/15/18,6:16 PM
Larceny,400  James St,Syracuse,11/22/17,6:16 PM
Larceny,4100  Pompey Center Rd,Manlius,8/14/17,6:16 PM
Robbery,1200  South Av,Syracuse,2/19/18,6:16 PM
Larceny,1  Destiny Usa Dr,Syracuse,3/8/18,6:17 PM
Larceny,1  Destiny Usa Dr,Syracuse,2/19/18,6:17 PM
Larceny,1  Destiny Usa Dr,Syracuse,12/2/17,6:17 PM
Larceny,1400  S  Salina St,Syracuse,7/15/17,6:17 PM
Larceny,700  First North St,Syracuse,7/8/17,6:17 PM
Aggravated assault,0  S  State St,Syracuse,10/30/17,6:18 PM
Burglary,1300  Butternut St,Syracuse,1/9/18,6:18 PM
Burglary,4700  Royal Meadow Dr,Liverpool,8/12/17,6:18 PM
Larceny,0  Presidential Plz,Syracuse,2/23/18,6:18 PM
Larceny,100  Croly St,Syracuse,9/13/17,6:18 PM
Larceny,700  First North St,Syracuse,8/16/17,6:18 PM
Larceny,6400  Basile Row,East Syracuse,8/6/17,6:18 PM
Larceny,1  Destiny Usa Dr,Syracuse,7/27/17,6:18 PM
Larceny,500  W  Onondaga St,Syracuse,6/15/17,6:18 PM
Larceny,6400  Basile Row,East Syracuse,1/11/18,6:19 PM
Larceny,5300  W Genesee St,Camillus,10/17/17,6:19 PM
Larceny,1  Destiny Usa Dr,Syracuse,9/24/17,6:19 PM
Aggravated assault,800  S  Wilbur Av,Syracuse,9/13/17,6:20 PM
Larceny,5800  Strawmount Trl,Chittenango,1/17/18,6:20 PM
Larceny,4000  Route 31,Liverpool,12/3/17,6:20 PM
Larceny,100  Montgomery St,Syracuse,12/1/17,6:20 PM
Larceny,1  Destiny Usa Dr,Syracuse,11/8/17,6:20 PM
Larceny,4200  James St,East Syracuse,10/29/17,6:20 PM
Larceny,6400  Basile Rowe,East Syracuse,6/25/17,6:20 PM
Vehicle theft,100  Tyler Ct,Syracuse,2/19/18,6:20 PM
Aggravated assault,300  Kellogg St,Syracuse,11/25/17,6:21 PM
Burglary,600  Court St,Syracuse,6/25/17,6:21 PM
Larceny,5300  W Genesee St,Camillus,12/26/17,6:21 PM
Larceny,4700  Buckley Rd,Liverpool,11/28/17,6:21 PM
Larceny,100  Shop City Plz,Syracuse,11/12/17,6:21 PM
Larceny,2500  Erie Blvd E,Syracuse,10/26/17,6:21 PM
Larceny,6800  E Genesee St,Fayetteville,9/21/17,6:21 PM
Larceny,5300  Goodeve Ln,Brewerton,9/13/17,6:21 PM
Aggravated assault,1000  S  Clinton St,Syracuse,8/10/17,6:22 PM
Larceny,1  Destiny Usa Dr,Syracuse,2/13/18,6:22 PM
Larceny,7600  Oswego Rd,Liverpool,8/9/17,6:22 PM
Larceny,6600  Manlius Center Rd,East Syracuse,7/31/17,6:22 PM
Robbery,100  W Seneca St,Manlius,12/28/17,6:22 PM
Vehicle theft,200  Onondaga Av,Syracuse,8/21/17,6:22 PM
Vehicle theft,600  South Bay Rd,Syracuse,6/20/17,6:22 PM
Larceny,1  Destiny Usa Dr,Syracuse,9/28/17,6:23 PM
Larceny,8000  Brewerton Rd,Cicero,8/12/17,6:23 PM
Larceny,1800  W  Genesee St,Syracuse,7/27/17,6:23 PM
Burglary,900  Avery Av,Syracuse,7/18/17,6:24 PM
Larceny,5300  W Genesee St,Camillus,3/9/18,6:24 PM
Larceny,6300  Matilda Gage,Cicero,9/25/17,6:24 PM
Larceny,300  Prospect Av,Syracuse,8/31/17,6:24 PM
Larceny,5300  W Genesee St,Camillus,12/11/17,6:25 PM
Larceny,3900  Route 31,Liverpool,11/3/17,6:25 PM
Larceny,300  S  Salina St,Syracuse,10/23/17,6:25 PM
Larceny,1600  Erie Blvd E,Syracuse,10/20/17,6:25 PM
Burglary,2500  Lodi St,Syracuse,3/1/18,6:26 PM
Burglary,4200  Altair Crse,Liverpool,7/12/17,6:26 PM
Larceny,1  Destiny Usa Dr,Syracuse,9/16/17,6:26 PM
Larceny,1  Destiny Usa Dr,Syracuse,8/10/17,6:26 PM
Robbery,300  N Main St,Minoa,11/21/17,6:26 PM
Larceny,600  S  West St,Syracuse,10/27/17,6:27 PM
Robbery,1600  S  Geddes St,Syracuse,11/11/17,6:27 PM
Vehicle theft,500  Avery Av,Syracuse,7/4/17,6:27 PM
Larceny,300  Westcott St,Syracuse,2/28/18,6:28 PM
Larceny,700  First North St,Syracuse,7/20/17,6:28 PM
Larceny,3800  Brewerton Rd,Syracuse,7/15/17,6:28 PM
Larceny,7000  Manlius Center Rd,East Syracuse,7/5/17,6:28 PM
Larceny,1  Destiny Usa Dr,Syracuse,6/17/17,6:28 PM
Aggravated assault,100  Lakeview Av,Syracuse,12/12/17,6:29 PM
Burglary,700  E  Division St,Syracuse,11/15/17,6:29 PM
Burglary,100  Summit Av,Syracuse,8/3/17,6:29 PM
Larceny,4200  Tanner Rd,Syracuse,9/24/17,6:29 PM
Robbery,200  Taft Av,Syracuse,8/12/17,6:29 PM
Aggravated assault,6300  Thompson Rd,Syracuse,1/12/18,6:30 PM
Burglary,7800  Henry Clay Blvd,Liverpool,11/2/17,6:30 PM
Burglary,200  Basin St,Syracuse,10/21/17,6:30 PM
Burglary,100  Lilac St,Syracuse,8/23/17,6:30 PM
Burglary,200  Demong Dr,Syracuse,8/9/17,6:30 PM
Burglary,1600  Old Route 31,Memphis,7/27/17,6:30 PM
Burglary,700  W  Genesee St,Syracuse,7/5/17,6:30 PM
Burglary,300  E  Florence Av,Syracuse,6/24/17,6:30 PM
Larceny,100  Colonial Dr,Syracuse,3/1/18,6:30 PM
Larceny,100  Colonial Dr,Syracuse,3/1/18,6:30 PM
Larceny,3800  Route 31,Liverpool,2/25/18,6:30 PM
Larceny,500  Delaware St,Syracuse,2/7/18,6:30 PM
Larceny,200  Maplehurst Av,Syracuse,1/29/18,6:30 PM
Larceny,1  Destiny Usa Dr,Syracuse,1/27/18,6:30 PM
Larceny,1800  Midland Av,Syracuse,1/20/18,6:30 PM
Larceny,4700  Onondaga Blvd,Syracuse,1/15/18,6:30 PM
Larceny,1700  E  Fayette St,Syracuse,1/6/18,6:30 PM
Larceny,3900  Route 31,Liverpool,12/31/17,6:30 PM
Larceny,1100  Willis Av,Syracuse,12/19/17,6:30 PM
Larceny,2300  James St,Syracuse,12/18/17,6:30 PM
Larceny,100  Maurice Av,Syracuse,12/9/17,6:30 PM
Larceny,3400  Burnet Av,Syracuse,12/7/17,6:30 PM
Larceny,400  S  Warren St,Syracuse,12/4/17,6:30 PM
Larceny,1  Destiny Usa Dr,Syracuse,11/7/17,6:30 PM
Larceny,1000  Highland St,Syracuse,11/5/17,6:30 PM
Larceny,300  Prospect Av,Syracuse,11/1/17,6:30 PM
Larceny,700  Walnut Av,Syracuse,10/27/17,6:30 PM
Larceny,100  Dickerson St,Syracuse,10/21/17,6:30 PM
Larceny,2600  Erie Blvd E,Syracuse,10/5/17,6:30 PM
Larceny,6600  Old Collamer Rd S,DeWitt,9/29/17,6:30 PM
Larceny,4300  Heritage Dr,Liverpool,9/26/17,6:30 PM
Larceny,400  Euclid Av,Syracuse,9/9/17,6:30 PM
Larceny,3400  Erie Blvd E,Syracuse,9/8/17,6:30 PM
Larceny,200  Hastings Pl,Syracuse,8/28/17,6:30 PM
Larceny,1  Destiny Usa Dr,Syracuse,7/8/17,6:30 PM
Larceny,1  Destiny Usa Dr,Syracuse,6/29/17,6:30 PM
Larceny,200  E  Jefferson St,Syracuse,6/17/17,6:30 PM
Robbery,100  Merriman Av,Syracuse,10/20/17,6:30 PM
Robbery,0  Girvan Ct,Liverpool,7/20/17,6:30 PM
Vehicle theft,400  W  Brighton Av,Syracuse,12/26/17,6:30 PM
Vehicle theft,200  Ashdale Av,Syracuse,7/24/17,6:30 PM
Larceny,1000  W  Genesee St,Syracuse,12/9/17,6:31 PM
Larceny,100  E Yates St,East Syracuse,10/16/17,6:31 PM
Larceny,4900  Grolier Rd,Syracuse,10/1/17,6:31 PM
Aggravated assault,100  Dudley St,Syracuse,2/15/18,6:32 PM
Aggravated assault,100  Grove St,Syracuse,1/23/18,6:32 PM
Larceny,700  First North St,Syracuse,2/5/18,6:32 PM
Larceny,700  Erie Blvd W,Syracuse,11/21/17,6:32 PM
Larceny,800  N  Geddes St,Syracuse,9/27/17,6:32 PM
Larceny,2900  Sweet Rd,Jamesville,8/23/17,6:32 PM
Larceny,300  Fabius St,Syracuse,6/20/17,6:32 PM
Burglary,5400  Butternut Dr,East Syracuse,2/15/18,6:33 PM
Larceny,5700  E Circle Dr,Cicero,2/6/18,6:33 PM
Larceny,300  Towne Dr,Fayetteville,1/26/18,6:33 PM
Larceny,3900  Route 31,Liverpool,12/22/17,6:33 PM
Larceny,2000  Park St,Syracuse,11/22/17,6:33 PM
Larceny,100  W Pleasant St,Manlius,9/25/17,6:33 PM
Larceny,200  Stonefield Rd,Syracuse,7/2/17,6:33 PM
Larceny,7300  Myers Rd,East Syracuse,6/27/17,6:33 PM
Larceny,5900  Route 31,Cicero,6/22/17,6:33 PM
Burglary,100  Cedar Ln,Jamesville,12/26/17,6:34 PM
Larceny,1  Destiny Usa Dr,Syracuse,8/4/17,6:34 PM
Burglary,2900  Becker Rd,Skaneateles,9/20/17,6:35 PM
Burglary,0  Jordan St,Skaneateles,8/7/17,6:35 PM
Larceny,2000  S  Salina St,Syracuse,3/5/18,6:35 PM
Larceny,1200  Almond St,Syracuse,10/16/17,6:35 PM
Larceny,200  Hawley Av,Syracuse,9/20/17,6:35 PM
Larceny,100  N  Lowell Av,Syracuse,8/9/17,6:35 PM
Larceny,4100  Route 31,Clay,1/8/18,6:36 PM
Larceny,1200  South Av,Syracuse,6/22/17,6:36 PM
Burglary,500  University Av,Syracuse,10/1/17,6:37 PM
Larceny,1  Destiny Usa Dr,Syracuse,1/19/18,6:37 PM
Larceny,4100  S  Salina St,Syracuse,8/31/17,6:37 PM
Larceny,900  S  Salina St,Syracuse,7/2/17,6:37 PM
Aggravated assault,1000  S  Clinton St,Syracuse,7/11/17,6:38 PM
Burglary,100  Paikin Dr,Syracuse,9/18/17,6:38 PM
Burglary,100  Fillmore Av,Syracuse,6/21/17,6:38 PM
Larceny,5300  W Genesee St,Camillus,9/16/17,6:38 PM
